id,expert_id,role,company,start_date,end_date,project_id,organization_id,source_email_id
7a0e17e0-941e-4f7a-9d38-17c01984b0e8,c07a7079-0657-4603-9530-4ad2688daf2c,Freelance Health AI Consultant,University Hospitals,2011-02-01 05:00:00+00,,04049c5d-99fb-401e-a346-1975413934d9,c988949f-d1ff-11ef-9e50-9afa7bdc3275,2adc0a39-f34c-4110-a9cd-da0701097b8f
7a4c1ba1-c131-457b-9c7f-3b53f96df708,9e582ee1-5eea-4a1f-b7b8-06904f345890,Former Director of Customer Insights,Global Retail Chain,2018-01-01 05:00:00+00,,786b7b2f-ece7-4574-9994-2f0762b53f6b,c988949f-d1ff-11ef-9e50-9afa7bdc3275,a31e910e-14a0-42a6-88f2-f6c03fff0b6b
7b0d2201-ace3-403f-933c-141ce01e99a3,d91a4faf-c94c-438e-8270-d76014648895,Former Head of Digital Strategy,Rakuten (APAC),2025-01-01 05:00:00+00,2025-01-01 05:00:00+00,786b7b2f-ece7-4574-9994-2f0762b53f6b,c988949f-d1ff-11ef-9e50-9afa7bdc3275,a31e910e-14a0-42a6-88f2-f6c03fff0b6b
7c6ab3be-1ae9-4197-8c90-defdfc2177e5,2942a905-6f56-4b75-8de0-4ea733721009,Former Head of Global Logistics,Volkswagen,2025-01-01 05:00:00+00,,b0ed56b6-8219-42f7-87a6-03dee91733c4,c988949f-d1ff-11ef-9e50-9afa7bdc3275,3865508f-1665-4402-a75f-44d37276c675
81a8b3c4-a10a-42db-9a9a-e0beebdf991e,104254db-5c4f-4e16-b100-2fbe7ca959e3,Head of Renewable Energy,European Utility,2020-03-01 05:00:00+00,,e255a3f2-6a7a-4a18-a4e4-d37216284b9f,c988949f-d1ff-11ef-9e50-9afa7bdc3275,27f1cd6c-2614-4c6b-82e1-9694ec6886a7
839d6601-2f2d-4771-8c63-3ee22af2a607,5f71a7e8-d0d9-45a3-9441-7e087b4187b8,Head of Clinical Innovation,NHS Trust,2020-03-01 05:00:00+00,,04049c5d-99fb-401e-a346-1975413934d9,c988949f-d1ff-11ef-9e50-9afa7bdc3275,2adc0a39-f34c-4110-a9cd-da0701097b8f
867e66b9-5b6b-4f14-ac1e-77a9fdf87ef9,e41d1c13-c0f2-4082-a25d-f369b2a297ef,Market Dynamics Branch Manager,Certex Renewable Solutions,,,e255a3f2-6a7a-4a18-a4e4-d37216284b9f,c988949f-d1ff-11ef-9e50-9afa7bdc3275,27f1cd6c-2614-4c6b-82e1-9694ec6886a7
8924c243-17f0-41f1-9c12-a694a4672cb2,c4d6383c-f06d-4e9f-becb-481286c53b5b,Former Head of Energy Innovation,Leading Clean Tech Startup,2025-01-01 05:00:00+00,,e255a3f2-6a7a-4a18-a4e4-d37216284b9f,c988949f-d1ff-11ef-9e50-9afa7bdc3275,27f1cd6c-2614-4c6b-82e1-9694ec6886a7
911435b6-4f3a-4378-88c0-47aee3b0623d,79e25b5e-34cd-42ef-a807-161534da8902,Ex-VP of Innovation,Barclays,2018-02-01 05:00:00+00,2020-12-01 05:00:00+00,21e0b2f6-c8d0-47db-af1a-2b03ec48b69c,c988949f-d1ff-11ef-9e50-9afa7bdc3275,0c8c209d-6ec7-4f0c-b465-bd75e49f064f
91a6453b-7874-4c97-a7d9-1fbeeec1646c,f953b54f-95fd-4efa-8308-1de45ae8883d,Former Deputy General Manager | Digital Strategy,Global E-commerce Company,2021-01-01 05:00:00+00,2023-03-01 05:00:00+00,786b7b2f-ece7-4574-9994-2f0762b53f6b,c988949f-d1ff-11ef-9e50-9afa7bdc3275,a31e910e-14a0-42a6-88f2-f6c03fff0b6b
927d1634-5a2e-4a54-9b36-43f1fd8ea6cd,104254db-5c4f-4e16-b100-2fbe7ca959e3,Director of Sustainability Strategy,European Utility,2017-01-01 05:00:00+00,2020-03-01 05:00:00+00,e255a3f2-6a7a-4a18-a4e4-d37216284b9f,c988949f-d1ff-11ef-9e50-9afa7bdc3275,27f1cd6c-2614-4c6b-82e1-9694ec6886a7
93b47164-d90c-4642-8a87-8d3633478e24,c4d6383c-f06d-4e9f-becb-481286c53b5b,Former Head of Energy Innovation,a Leading Clean Tech Startup (Asia),2025-01-01 05:00:00+00,2025-01-01 05:00:00+00,e255a3f2-6a7a-4a18-a4e4-d37216284b9f,c988949f-d1ff-11ef-9e50-9afa7bdc3275,27f1cd6c-2614-4c6b-82e1-9694ec6886a7
9f2314ca-7c12-4e83-a9e8-9240bf6573f2,2942a905-6f56-4b75-8de0-4ea733721009,Former Head of Global Logistics,Volkswagen (Europe),2025-01-01 05:00:00+00,2025-01-01 05:00:00+00,b0ed56b6-8219-42f7-87a6-03dee91733c4,c988949f-d1ff-11ef-9e50-9afa7bdc3275,3865508f-1665-4402-a75f-44d37276c675
a34ef847-800b-4927-914b-7d44c8cc0b80,e0edade1-343c-4f79-a263-9b218cea4126,Director of Operations,Major Renewable Firm,2012-01-01 05:00:00+00,,e255a3f2-6a7a-4a18-a4e4-d37216284b9f,c988949f-d1ff-11ef-9e50-9afa7bdc3275,27f1cd6c-2614-4c6b-82e1-9694ec6886a7
a5995be4-36ff-46f2-8603-3877d24057eb,342cfab6-44df-4a16-9753-d749fddcb9b5,VP of Renewable Operations,NextEra Energy,2025-01-01 05:00:00+00,,e255a3f2-6a7a-4a18-a4e4-d37216284b9f,c988949f-d1ff-11ef-9e50-9afa7bdc3275,27f1cd6c-2614-4c6b-82e1-9694ec6886a7
a7e025aa-611c-45bc-a30a-030402cca2c9,df73d315-0aab-417d-9cc7-ef7946fc910f,Senior Digital Strategist,Barclays,2019-02-01 05:00:00+00,2021-03-01 05:00:00+00,21e0b2f6-c8d0-47db-af1a-2b03ec48b69c,c988949f-d1ff-11ef-9e50-9afa7bdc3275,0c8c209d-6ec7-4f0c-b465-bd75e49f064f
aafff7ca-9613-4427-97e9-f925daeb0f2d,58bac28a-b152-417b-b255-12917c5e45e7,Chief Medical Information Officer & Clinical Innovation Lead,Mayo Clinic,2013-01-01 05:00:00+00,,04049c5d-99fb-401e-a346-1975413934d9,c988949f-d1ff-11ef-9e50-9afa7bdc3275,2adc0a39-f34c-4110-a9cd-da0701097b8f
ad98899b-bcdf-4546-b77e-1e306b0c631f,eca78225-5c27-4cd5-a3d7-21468166dcd9,Chief Digital Strategy Officer – Customer Experience,Leading Global Retailer,2022-11-01 04:00:00+00,,786b7b2f-ece7-4574-9994-2f0762b53f6b,c988949f-d1ff-11ef-9e50-9afa7bdc3275,a31e910e-14a0-42a6-88f2-f6c03fff0b6b
b10f9207-6a02-43b9-8c93-e29c63066294,7b133503-772c-4b9c-bf0e-c6b36e885827,Freelance Renewable Energy Consultant,Ørsted,2011-02-01 05:00:00+00,,e255a3f2-6a7a-4a18-a4e4-d37216284b9f,c988949f-d1ff-11ef-9e50-9afa7bdc3275,27f1cd6c-2614-4c6b-82e1-9694ec6886a7
b373ffac-4de2-4e69-94c4-4cd784479e9f,b90ca085-ea28-4a04-8241-e3a17e9f8cf3,AI Strategy Branch Manager,Certex Health Solutions,2025-01-01 05:00:00+00,,04049c5d-99fb-401e-a346-1975413934d9,c988949f-d1ff-11ef-9e50-9afa7bdc3275,2adc0a39-f34c-4110-a9cd-da0701097b8f
b77decdc-d084-417f-8699-989567f15172,3270c5d4-cf76-46bf-a5ed-4d2f9c40d98c,Chief Medical Information Officer,Stanford Health,2025-01-01 05:00:00+00,,04049c5d-99fb-401e-a346-1975413934d9,c988949f-d1ff-11ef-9e50-9afa7bdc3275,2adc0a39-f34c-4110-a9cd-da0701097b8f
ba08f02b-87a8-4ea9-9183-db42f9943387,fb7030e8-cdc0-4035-8a93-8a8de4533214,Chief Digital Health Officer,Cleveland Clinic,2008-01-01 05:00:00+00,,04049c5d-99fb-401e-a346-1975413934d9,c988949f-d1ff-11ef-9e50-9afa7bdc3275,2adc0a39-f34c-4110-a9cd-da0701097b8f
be477a9d-d6ea-443f-acf0-fabef08e7107,0cf1a9fd-7612-4bed-a96b-cb6d65ef44a5,Chief Information Officer – Health IT & Data Strategy,UnitedHealth Group,2021-11-01 04:00:00+00,,04049c5d-99fb-401e-a346-1975413934d9,c988949f-d1ff-11ef-9e50-9afa7bdc3275,2adc0a39-f34c-4110-a9cd-da0701097b8f
be916cf9-0dd0-4b6a-aeee-c555d959d8b4,f043d1bb-35b4-4700-a972-5ab37d1636c0,Senior Manager – Global Supply Chain Innovation,Ford,2010-10-01 04:00:00+00,,b0ed56b6-8219-42f7-87a6-03dee91733c4,c988949f-d1ff-11ef-9e50-9afa7bdc3275,3865508f-1665-4402-a75f-44d37276c675
c56114f0-c39b-46b0-a5f5-6ee106a44aea,98d6da9b-3241-4045-bb62-c8bbb26a07fb,Director of Digital Health,University Hospitals,2025-01-01 05:00:00+00,,04049c5d-99fb-401e-a346-1975413934d9,c988949f-d1ff-11ef-9e50-9afa7bdc3275,2adc0a39-f34c-4110-a9cd-da0701097b8f
c70e1f14-1f5f-4920-b03b-ce84f769143c,46a7bc72-daca-4dac-9e8f-a81492d7505b,Director of Operations,Ford,2008-01-01 05:00:00+00,,b0ed56b6-8219-42f7-87a6-03dee91733c4,c988949f-d1ff-11ef-9e50-9afa7bdc3275,3865508f-1665-4402-a75f-44d37276c675
cab05f06-dedc-4dfa-a2d1-41e462def416,65c7a73e-a198-445e-b0a4-8dc81a445d51,VP of Renewable Energy & Sustainability Strategist,NextEra Energy,2010-01-01 05:00:00+00,,e255a3f2-6a7a-4a18-a4e4-d37216284b9f,c988949f-d1ff-11ef-9e50-9afa7bdc3275,27f1cd6c-2614-4c6b-82e1-9694ec6886a7
ce31aa65-1ae7-438a-9efa-ed6ec62cdffb,ecb4c398-c00f-41a8-b2ee-17b9203d9df3,Freelance E-commerce Strategist,ASOS,2010-02-01 05:00:00+00,,786b7b2f-ece7-4574-9994-2f0762b53f6b,c988949f-d1ff-11ef-9e50-9afa7bdc3275,a31e910e-14a0-42a6-88f2-f6c03fff0b6b
d70f5134-e1f4-4d28-8f03-a0ff8b589269,8b8207d8-b138-458f-80a8-da5aa17ddc2e,Chief Technology Officer – Supply Chain Digital Transformation,Toyota,2021-11-01 04:00:00+00,,b0ed56b6-8219-42f7-87a6-03dee91733c4,c988949f-d1ff-11ef-9e50-9afa7bdc3275,3865508f-1665-4402-a75f-44d37276c675
d7703eab-31df-4787-b39b-24307c79906d,192803be-5531-454b-b0ca-f543cfcf4087,Former Director of Operations,a Leading Automotive Manufacturer (Europe),2012-01-01 05:00:00+00,2018-12-01 05:00:00+00,b0ed56b6-8219-42f7-87a6-03dee91733c4,c988949f-d1ff-11ef-9e50-9afa7bdc3275,3865508f-1665-4402-a75f-44d37276c675
df838012-e4d1-40cc-a84a-b32cb033a0db,b4f9e18e-d4ad-4afd-adaf-837887bfb62a,VP of Customer Experience,Leading Direct-to-Consumer Brand,2018-01-01 05:00:00+00,,786b7b2f-ece7-4574-9994-2f0762b53f6b,c988949f-d1ff-11ef-9e50-9afa7bdc3275,a31e910e-14a0-42a6-88f2-f6c03fff0b6b
f1f3872d-b879-428e-9d4a-8f9f5cc26703,002beb13-fb96-4393-9202-f1f6b6ca7e58,Director of Operations,BMW,2014-01-01 05:00:00+00,2018-03-01 05:00:00+00,b0ed56b6-8219-42f7-87a6-03dee91733c4,c988949f-d1ff-11ef-9e50-9afa7bdc3275,3865508f-1665-4402-a75f-44d37276c675
f34cde29-36f8-49ac-847e-d6777fd361d3,79e25b5e-34cd-42ef-a807-161534da8902,Head of Digital Strategy,ING,2020-12-01 05:00:00+00,,21e0b2f6-c8d0-47db-af1a-2b03ec48b69c,c988949f-d1ff-11ef-9e50-9afa7bdc3275,0c8c209d-6ec7-4f0c-b465-bd75e49f064f
f553fbfb-384d-4c13-8f34-c0c0dec007c0,58bac28a-b152-417b-b255-12917c5e45e7,Dr. Sarah Mitchell,angle Health AI,2025-01-01 05:00:00+00,2025-01-01 05:00:00+00,04049c5d-99fb-401e-a346-1975413934d9,c988949f-d1ff-11ef-9e50-9afa7bdc3275,2adc0a39-f34c-4110-a9cd-da0701097b8f
ff0c885f-54d5-4939-928f-042d271ddca0,d91a4faf-c94c-438e-8270-d76014648895,Former Head of Digital Strategy,Rakuten,2018-01-01 05:00:00+00,,786b7b2f-ece7-4574-9994-2f0762b53f6b,c988949f-d1ff-11ef-9e50-9afa7bdc3275,a31e910e-14a0-42a6-88f2-f6c03fff0b6b
