expert_id,tag
d91a4faf-c94c-438e-8270-d76014648895,Former Head of Digital Strategy
6d0e61a0-f13d-4e5d-8c49-c8a2b4868ced,Over
6d0e61a0-f13d-4e5d-8c49-c8a2b4868ced,of
6d0e61a0-f13d-4e5d-8c49-c8a2b4868ced,12
6d0e61a0-f13d-4e5d-8c49-c8a2b4868ced,Director of Omnichannel Marketing
6d0e61a0-f13d-4e5d-8c49-c8a2b4868ced,UK
6d0e61a0-f13d-4e5d-8c49-c8a2b4868ced,ASOS
6d0e61a0-f13d-4e5d-8c49-c8a2b4868ced,years
6d0e61a0-f13d-4e5d-8c49-c8a2b4868ced,experience
779dd2a4-40ce-4291-99d2-9cf9cbac05eb,Experienced
779dd2a4-40ce-4291-99d2-9cf9cbac05eb,and
779dd2a4-40ce-4291-99d2-9cf9cbac05eb,shaping
779dd2a4-40ce-4291-99d2-9cf9cbac05eb,America/Los_Angeles (PST)
779dd2a4-40ce-4291-99d2-9cf9cbac05eb,Amazon
779dd2a4-40ce-4291-99d2-9cf9cbac05eb,in
779dd2a4-40ce-4291-99d2-9cf9cbac05eb,executing
779dd2a4-40ce-4291-99d2-9cf9cbac05eb,VP of Customer Experience & Digital Strategy Lead
704fc6c5-0099-4b95-8c7d-e500db5988cb,of
704fc6c5-0099-4b95-8c7d-e500db5988cb,Freelance Supply Chain Strategist
704fc6c5-0099-4b95-8c7d-e500db5988cb,Logistics
704fc6c5-0099-4b95-8c7d-e500db5988cb,Former
704fc6c5-0099-4b95-8c7d-e500db5988cb,Director
704fc6c5-0099-4b95-8c7d-e500db5988cb,Europe
704fc6c5-0099-4b95-8c7d-e500db5988cb,Global
704fc6c5-0099-4b95-8c7d-e500db5988cb,Volkswagen
6c861aab-8b56-451d-80b4-901f23565c00,"innovation,"
6c861aab-8b56-451d-80b4-901f23565c00,Supply Chain Innovation Branch Manager
6c861aab-8b56-451d-80b4-901f23565c00,Expert
6c861aab-8b56-451d-80b4-901f23565c00,in
6c861aab-8b56-451d-80b4-901f23565c00,chain
6c861aab-8b56-451d-80b4-901f23565c00,supply
6c861aab-8b56-451d-80b4-901f23565c00,Certex Manufacturing Solutions
192803be-5531-454b-b0ca-f543cfcf4087,leader
192803be-5531-454b-b0ca-f543cfcf4087,with
192803be-5531-454b-b0ca-f543cfcf4087,operations
192803be-5531-454b-b0ca-f543cfcf4087,extensive
192803be-5531-454b-b0ca-f543cfcf4087,Former
192803be-5531-454b-b0ca-f543cfcf4087,Europe
192803be-5531-454b-b0ca-f543cfcf4087,Major Automotive Manufacturer
192803be-5531-454b-b0ca-f543cfcf4087,Independent Supply Chain Consultant
1a90d570-c503-49ac-b5d8-912387f4e918,Hyundai
1a90d570-c503-49ac-b5d8-912387f4e918,and
1a90d570-c503-49ac-b5d8-912387f4e918,operations
1a90d570-c503-49ac-b5d8-912387f4e918,chain
1a90d570-c503-49ac-b5d8-912387f4e918,Oversees
1a90d570-c503-49ac-b5d8-912387f4e918,supply
1a90d570-c503-49ac-b5d8-912387f4e918,VP of Supply Chain Management
1a90d570-c503-49ac-b5d8-912387f4e918,Asia
8b8207d8-b138-458f-80a8-da5aa17ddc2e,of
8b8207d8-b138-458f-80a8-da5aa17ddc2e,integration
8b8207d8-b138-458f-80a8-da5aa17ddc2e,Toyota
8b8207d8-b138-458f-80a8-da5aa17ddc2e,Chief Technology Officer – Supply Chain Digital Transformation
8b8207d8-b138-458f-80a8-da5aa17ddc2e,in
8b8207d8-b138-458f-80a8-da5aa17ddc2e,the
8b8207d8-b138-458f-80a8-da5aa17ddc2e,Specializes
8b8207d8-b138-458f-80a8-da5aa17ddc2e,Asia
f043d1bb-35b4-4700-a972-5ab37d1636c0,Senior Manager – Global Supply Chain Innovation
f043d1bb-35b4-4700-a972-5ab37d1636c0,the
f043d1bb-35b4-4700-a972-5ab37d1636c0,Davis
f043d1bb-35b4-4700-a972-5ab37d1636c0,Robert
f043d1bb-35b4-4700-a972-5ab37d1636c0,is
f043d1bb-35b4-4700-a972-5ab37d1636c0,Senior
f043d1bb-35b4-4700-a972-5ab37d1636c0,USA
f043d1bb-35b4-4700-a972-5ab37d1636c0,Ford
002beb13-fb96-4393-9202-f1f6b6ca7e58,logistics
002beb13-fb96-4393-9202-f1f6b6ca7e58,BMW
002beb13-fb96-4393-9202-f1f6b6ca7e58,operations
002beb13-fb96-4393-9202-f1f6b6ca7e58,global
002beb13-fb96-4393-9202-f1f6b6ca7e58,Europe
002beb13-fb96-4393-9202-f1f6b6ca7e58,Head of Global Logistics
002beb13-fb96-4393-9202-f1f6b6ca7e58,BMW’s
002beb13-fb96-4393-9202-f1f6b6ca7e58,Leads
2942a905-6f56-4b75-8de0-4ea733721009,Spearheaded
2942a905-6f56-4b75-8de0-4ea733721009,operations
2942a905-6f56-4b75-8de0-4ea733721009,Europe
2942a905-6f56-4b75-8de0-4ea733721009,chain
2942a905-6f56-4b75-8de0-4ea733721009,supply
2942a905-6f56-4b75-8de0-4ea733721009,for
2942a905-6f56-4b75-8de0-4ea733721009,Volkswagen
2942a905-6f56-4b75-8de0-4ea733721009,Former Head of Global Logistics
46a7bc72-daca-4dac-9e8f-a81492d7505b,years
46a7bc72-daca-4dac-9e8f-a81492d7505b,over
46a7bc72-daca-4dac-9e8f-a81492d7505b,15
46a7bc72-daca-4dac-9e8f-a81492d7505b,Director of Operations
46a7bc72-daca-4dac-9e8f-a81492d7505b,United States
46a7bc72-daca-4dac-9e8f-a81492d7505b,Ford
46a7bc72-daca-4dac-9e8f-a81492d7505b,has
46a7bc72-daca-4dac-9e8f-a81492d7505b,Marcus
5face4fc-2417-402b-8b4f-48038a11e483,of
5face4fc-2417-402b-8b4f-48038a11e483,VP
5face4fc-2417-402b-8b4f-48038a11e483,General Motors
5face4fc-2417-402b-8b4f-48038a11e483,Former
5face4fc-2417-402b-8b4f-48038a11e483,Supply
5face4fc-2417-402b-8b4f-48038a11e483,Chain
5face4fc-2417-402b-8b4f-48038a11e483,VP of Supply Chain Management & Global Logistics Lead
5face4fc-2417-402b-8b4f-48038a11e483,America/Detroit (EST)
7b133503-772c-4b9c-bf0e-c6b36e885827,Freelance Renewable Energy Consultant
7b133503-772c-4b9c-bf0e-c6b36e885827,of
7b133503-772c-4b9c-bf0e-c6b36e885827,Sustainability
7b133503-772c-4b9c-bf0e-c6b36e885827,Ørsted
7b133503-772c-4b9c-bf0e-c6b36e885827,Strategy
7b133503-772c-4b9c-bf0e-c6b36e885827,Former
7b133503-772c-4b9c-bf0e-c6b36e885827,Director
7b133503-772c-4b9c-bf0e-c6b36e885827,Europe
e41d1c13-c0f2-4082-a25d-f369b2a297ef,Justin
e41d1c13-c0f2-4082-a25d-f369b2a297ef,about
e41d1c13-c0f2-4082-a25d-f369b2a297ef,Nguyen
e41d1c13-c0f2-4082-a25d-f369b2a297ef,Certex Renewable Solutions
e41d1c13-c0f2-4082-a25d-f369b2a297ef,is
e41d1c13-c0f2-4082-a25d-f369b2a297ef,knowledgeable
e41d1c13-c0f2-4082-a25d-f369b2a297ef,Market Dynamics Branch Manager
e0edade1-343c-4f79-a263-9b218cea4126,leader
e0edade1-343c-4f79-a263-9b218cea4126,with
e0edade1-343c-4f79-a263-9b218cea4126,operations
e0edade1-343c-4f79-a263-9b218cea4126,extensive
e0edade1-343c-4f79-a263-9b218cea4126,Former
e0edade1-343c-4f79-a263-9b218cea4126,Director of Operations
e0edade1-343c-4f79-a263-9b218cea4126,Major Renewable Firm
e0edade1-343c-4f79-a263-9b218cea4126,Europe
342cfab6-44df-4a16-9753-d749fddcb9b5,NextEra Energy
342cfab6-44df-4a16-9753-d749fddcb9b5,and
342cfab6-44df-4a16-9753-d749fddcb9b5,US
342cfab6-44df-4a16-9753-d749fddcb9b5,technology
342cfab6-44df-4a16-9753-d749fddcb9b5,strategies
342cfab6-44df-4a16-9753-d749fddcb9b5,Oversees
342cfab6-44df-4a16-9753-d749fddcb9b5,VP of Renewable Operations
342cfab6-44df-4a16-9753-d749fddcb9b5,operational
dc2ccaff-8bda-4832-8a3e-cbfc4d1837f7,Chief Technology Officer – Renewables
dc2ccaff-8bda-4832-8a3e-cbfc4d1837f7,integration
dc2ccaff-8bda-4832-8a3e-cbfc4d1837f7,technology
dc2ccaff-8bda-4832-8a3e-cbfc4d1837f7,Global Energy Firm
dc2ccaff-8bda-4832-8a3e-cbfc4d1837f7,in
dc2ccaff-8bda-4832-8a3e-cbfc4d1837f7,"North America, Europe, Asia"
dc2ccaff-8bda-4832-8a3e-cbfc4d1837f7,Specializes
dc2ccaff-8bda-4832-8a3e-cbfc4d1837f7,operational
a427b73a-6d45-44d7-a934-a4dac5e11298,Ørsted
a427b73a-6d45-44d7-a934-a4dac5e11298,Jonathan
a427b73a-6d45-44d7-a934-a4dac5e11298,is
a427b73a-6d45-44d7-a934-a4dac5e11298,Senior
a427b73a-6d45-44d7-a934-a4dac5e11298,USA
a427b73a-6d45-44d7-a934-a4dac5e11298,the
a427b73a-6d45-44d7-a934-a4dac5e11298,Reed
a427b73a-6d45-44d7-a934-a4dac5e11298,Senior Manager – Global Energy Innovation & Market Dynamics
104254db-5c4f-4e16-b100-2fbe7ca959e3,European Utility
104254db-5c4f-4e16-b100-2fbe7ca959e3,projects
104254db-5c4f-4e16-b100-2fbe7ca959e3,Europe
104254db-5c4f-4e16-b100-2fbe7ca959e3,Directs
104254db-5c4f-4e16-b100-2fbe7ca959e3,strategic
104254db-5c4f-4e16-b100-2fbe7ca959e3,renewable
104254db-5c4f-4e16-b100-2fbe7ca959e3,energy
104254db-5c4f-4e16-b100-2fbe7ca959e3,Head of Renewable Energy
c4d6383c-f06d-4e9f-becb-481286c53b5b,Former Head of Energy Innovation
c4d6383c-f06d-4e9f-becb-481286c53b5b,Spearheaded
c4d6383c-f06d-4e9f-becb-481286c53b5b,Leading Clean Tech Startup
c4d6383c-f06d-4e9f-becb-481286c53b5b,technology
c4d6383c-f06d-4e9f-becb-481286c53b5b,"Asia, Southeast Asia"
c4d6383c-f06d-4e9f-becb-481286c53b5b,renewable
c4d6383c-f06d-4e9f-becb-481286c53b5b,for
c4d6383c-f06d-4e9f-becb-481286c53b5b,adoption
dda7562b-3e3d-4644-aace-b68c98b9990c,Ørsted
dda7562b-3e3d-4644-aace-b68c98b9990c,Alexandra
dda7562b-3e3d-4644-aace-b68c98b9990c,over
dda7562b-3e3d-4644-aace-b68c98b9990c,15
dda7562b-3e3d-4644-aace-b68c98b9990c,Europe
dda7562b-3e3d-4644-aace-b68c98b9990c,Director of Sustainability Strategy
dda7562b-3e3d-4644-aace-b68c98b9990c,years
dda7562b-3e3d-4644-aace-b68c98b9990c,has
65c7a73e-a198-445e-b0a4-8dc81a445d51,NextEra Energy
65c7a73e-a198-445e-b0a4-8dc81a445d51,VP of Renewable Energy & Sustainability Strategist
65c7a73e-a198-445e-b0a4-8dc81a445d51,of
65c7a73e-a198-445e-b0a4-8dc81a445d51,VP
65c7a73e-a198-445e-b0a4-8dc81a445d51,Energy
65c7a73e-a198-445e-b0a4-8dc81a445d51,"North America, Europe"
65c7a73e-a198-445e-b0a4-8dc81a445d51,Renewable
65c7a73e-a198-445e-b0a4-8dc81a445d51,Former
c07a7079-0657-4603-9530-4ad2688daf2c,of
c07a7079-0657-4603-9530-4ad2688daf2c,Former
c07a7079-0657-4603-9530-4ad2688daf2c,Director
c07a7079-0657-4603-9530-4ad2688daf2c,University Hospitals
c07a7079-0657-4603-9530-4ad2688daf2c,Clinical
c07a7079-0657-4603-9530-4ad2688daf2c,Innovation
c07a7079-0657-4603-9530-4ad2688daf2c,Europe/London
c07a7079-0657-4603-9530-4ad2688daf2c,Freelance Health AI Consultant
b90ca085-ea28-4a04-8241-e3a17e9f8cf3,at
b90ca085-ea28-4a04-8241-e3a17e9f8cf3,Strategy
b90ca085-ea28-4a04-8241-e3a17e9f8cf3,Manager
b90ca085-ea28-4a04-8241-e3a17e9f8cf3,Certex Health Solutions
b90ca085-ea28-4a04-8241-e3a17e9f8cf3,AI Strategy Branch Manager
b90ca085-ea28-4a04-8241-e3a17e9f8cf3,Branch
b90ca085-ea28-4a04-8241-e3a17e9f8cf3,AI
3b9bbec8-e8ac-4f8a-8589-5cfca579e589,leader
3b9bbec8-e8ac-4f8a-8589-5cfca579e589,Director of Digital Transformation
3b9bbec8-e8ac-4f8a-8589-5cfca579e589,digital
3b9bbec8-e8ac-4f8a-8589-5cfca579e589,Europe
3b9bbec8-e8ac-4f8a-8589-5cfca579e589,Former
3b9bbec8-e8ac-4f8a-8589-5cfca579e589,University Hospitals
3b9bbec8-e8ac-4f8a-8589-5cfca579e589,in
3b9bbec8-e8ac-4f8a-8589-5cfca579e589,health
3270c5d4-cf76-46bf-a5ed-4d2f9c40d98c,Dr.
3270c5d4-cf76-46bf-a5ed-4d2f9c40d98c,Michael
3270c5d4-cf76-46bf-a5ed-4d2f9c40d98c,US
3270c5d4-cf76-46bf-a5ed-4d2f9c40d98c,Stanford Health
3270c5d4-cf76-46bf-a5ed-4d2f9c40d98c,oversees
3270c5d4-cf76-46bf-a5ed-4d2f9c40d98c,global
3270c5d4-cf76-46bf-a5ed-4d2f9c40d98c,Reyes
3270c5d4-cf76-46bf-a5ed-4d2f9c40d98c,Chief Medical Information Officer
0cf1a9fd-7612-4bed-a96b-cb6d65ef44a5,data
0cf1a9fd-7612-4bed-a96b-cb6d65ef44a5,Specialist
0cf1a9fd-7612-4bed-a96b-cb6d65ef44a5,UnitedHealth Group
0cf1a9fd-7612-4bed-a96b-cb6d65ef44a5,Chief Information Officer – Health IT & Data Strategy
0cf1a9fd-7612-4bed-a96b-cb6d65ef44a5,in
0cf1a9fd-7612-4bed-a96b-cb6d65ef44a5,North America
0cf1a9fd-7612-4bed-a96b-cb6d65ef44a5,analytics
0cf1a9fd-7612-4bed-a96b-cb6d65ef44a5,AI-driven
a9017703-9069-4e75-a382-79f38640d00f,Senior Manager – Global Health Informatics & AI Strategy
a9017703-9069-4e75-a382-79f38640d00f,Cleveland Clinic
a9017703-9069-4e75-a382-79f38640d00f,Rebecca
a9017703-9069-4e75-a382-79f38640d00f,is
a9017703-9069-4e75-a382-79f38640d00f,Senior
a9017703-9069-4e75-a382-79f38640d00f,USA
a9017703-9069-4e75-a382-79f38640d00f,the
a9017703-9069-4e75-a382-79f38640d00f,Lang
5f71a7e8-d0d9-45a3-9441-7e087b4187b8,and
5f71a7e8-d0d9-45a3-9441-7e087b4187b8,digital
5f71a7e8-d0d9-45a3-9441-7e087b4187b8,strategy
5f71a7e8-d0d9-45a3-9441-7e087b4187b8,UK
5f71a7e8-d0d9-45a3-9441-7e087b4187b8,Leads
5f71a7e8-d0d9-45a3-9441-7e087b4187b8,Head of Clinical Innovation
5f71a7e8-d0d9-45a3-9441-7e087b4187b8,NHS Trust
5f71a7e8-d0d9-45a3-9441-7e087b4187b8,AI
98d6da9b-3241-4045-bb62-c8bbb26a07fb,initiatives
98d6da9b-3241-4045-bb62-c8bbb26a07fb,digital
98d6da9b-3241-4045-bb62-c8bbb26a07fb,Europe
98d6da9b-3241-4045-bb62-c8bbb26a07fb,University Hospitals
98d6da9b-3241-4045-bb62-c8bbb26a07fb,Director of Digital Health
98d6da9b-3241-4045-bb62-c8bbb26a07fb,transformation
98d6da9b-3241-4045-bb62-c8bbb26a07fb,across
98d6da9b-3241-4045-bb62-c8bbb26a07fb,Directed
fb7030e8-cdc0-4035-8a93-8a8de4533214,Dr.
fb7030e8-cdc0-4035-8a93-8a8de4533214,led
fb7030e8-cdc0-4035-8a93-8a8de4533214,Cleveland Clinic
fb7030e8-cdc0-4035-8a93-8a8de4533214,United States
fb7030e8-cdc0-4035-8a93-8a8de4533214,Carter
fb7030e8-cdc0-4035-8a93-8a8de4533214,Chief Digital Health Officer
fb7030e8-cdc0-4035-8a93-8a8de4533214,has
fb7030e8-cdc0-4035-8a93-8a8de4533214,AI-driven
58bac28a-b152-417b-b255-12917c5e45e7,Chief
58bac28a-b152-417b-b255-12917c5e45e7,Medical
58bac28a-b152-417b-b255-12917c5e45e7,Former
58bac28a-b152-417b-b255-12917c5e45e7,Officer
58bac28a-b152-417b-b255-12917c5e45e7,Mayo Clinic
58bac28a-b152-417b-b255-12917c5e45e7,Chief Medical Information Officer & Clinical Innovation Lead
58bac28a-b152-417b-b255-12917c5e45e7,America/Chicago
58bac28a-b152-417b-b255-12917c5e45e7,Information
1a90bacd-1263-4a86-be07-0440be52352d,at
1a90bacd-1263-4a86-be07-0440be52352d,Chief
1a90bacd-1263-4a86-be07-0440be52352d,Former
1a90bacd-1263-4a86-be07-0440be52352d,Europe
1a90bacd-1263-4a86-be07-0440be52352d,Innovation
1a90bacd-1263-4a86-be07-0440be52352d,Officer
1a90bacd-1263-4a86-be07-0440be52352d,Barclays Digital
1a90bacd-1263-4a86-be07-0440be52352d,Freelance Fintech Strategist
38aa8aa2-7b61-4a83-90c8-45e361f1f267,Digital Payments Branch Manager
38aa8aa2-7b61-4a83-90c8-45e361f1f267,Experienced
38aa8aa2-7b61-4a83-90c8-45e361f1f267,Certex Fintech Solutions
38aa8aa2-7b61-4a83-90c8-45e361f1f267,with
38aa8aa2-7b61-4a83-90c8-45e361f1f267,digital
38aa8aa2-7b61-4a83-90c8-45e361f1f267,payments
38aa8aa2-7b61-4a83-90c8-45e361f1f267,in
8f7a6e8d-4fe3-452b-863a-7971fe78e8d7,of
8f7a6e8d-4fe3-452b-863a-7971fe78e8d7,"Head, Global Digital Strategy"
8f7a6e8d-4fe3-452b-863a-7971fe78e8d7,Former
8f7a6e8d-4fe3-452b-863a-7971fe78e8d7,Global
8f7a6e8d-4fe3-452b-863a-7971fe78e8d7,Digital
8f7a6e8d-4fe3-452b-863a-7971fe78e8d7,Head
8f7a6e8d-4fe3-452b-863a-7971fe78e8d7,New York
8f7a6e8d-4fe3-452b-863a-7971fe78e8d7,ING
75f95df7-caf0-4ec6-9b68-4a03c00acb93,Citibank
75f95df7-caf0-4ec6-9b68-4a03c00acb93,with
75f95df7-caf0-4ec6-9b68-4a03c00acb93,Architect
75f95df7-caf0-4ec6-9b68-4a03c00acb93,Specialist
75f95df7-caf0-4ec6-9b68-4a03c00acb93,"North America, Europe"
75f95df7-caf0-4ec6-9b68-4a03c00acb93,Digital
75f95df7-caf0-4ec6-9b68-4a03c00acb93,Innovation
75f95df7-caf0-4ec6-9b68-4a03c00acb93,"Specialist Digital Innovation Architect & Chief Technology Officer, Fintech Division"
ea1375f8-5053-483f-8f57-2cbcf97d339a,Torres
ea1375f8-5053-483f-8f57-2cbcf97d339a,Bank of America
ea1375f8-5053-483f-8f57-2cbcf97d339a,Emily
ea1375f8-5053-483f-8f57-2cbcf97d339a,is
ea1375f8-5053-483f-8f57-2cbcf97d339a,Senior
ea1375f8-5053-483f-8f57-2cbcf97d339a,USA
ea1375f8-5053-483f-8f57-2cbcf97d339a,the
ea1375f8-5053-483f-8f57-2cbcf97d339a,Senior Manager – Global Digital Compliance & Innovation
df73d315-0aab-417d-9cc7-ef7946fc910f,Verma
df73d315-0aab-417d-9cc7-ef7946fc910f,Head of Digital Innovation
df73d315-0aab-417d-9cc7-ef7946fc910f,leads
df73d315-0aab-417d-9cc7-ef7946fc910f,"US, Europe"
df73d315-0aab-417d-9cc7-ef7946fc910f,technology
df73d315-0aab-417d-9cc7-ef7946fc910f,Barclays
df73d315-0aab-417d-9cc7-ef7946fc910f,Amit
df73d315-0aab-417d-9cc7-ef7946fc910f,adoption
79e25b5e-34cd-42ef-a807-161534da8902,of
79e25b5e-34cd-42ef-a807-161534da8902,Strategy
79e25b5e-34cd-42ef-a807-161534da8902,Former
79e25b5e-34cd-42ef-a807-161534da8902,Europe
79e25b5e-34cd-42ef-a807-161534da8902,Digital
79e25b5e-34cd-42ef-a807-161534da8902,Head of Digital Strategy
79e25b5e-34cd-42ef-a807-161534da8902,Head
79e25b5e-34cd-42ef-a807-161534da8902,ING
ea65954a-cc76-4798-bd60-43c950dbcdca,Head of Digital Innovation
ea65954a-cc76-4798-bd60-43c950dbcdca,Bank of America
ea65954a-cc76-4798-bd60-43c950dbcdca,Olivia
ea65954a-cc76-4798-bd60-43c950dbcdca,served
ea65954a-cc76-4798-bd60-43c950dbcdca,United States
ea65954a-cc76-4798-bd60-43c950dbcdca,Head
ea65954a-cc76-4798-bd60-43c950dbcdca,has
ea65954a-cc76-4798-bd60-43c950dbcdca,as
243a78c9-d73d-4900-8a58-b8d0602427e7,America/New York
243a78c9-d73d-4900-8a58-b8d0602427e7,JPMorgan Chase Digital
243a78c9-d73d-4900-8a58-b8d0602427e7,Chief
243a78c9-d73d-4900-8a58-b8d0602427e7,at
243a78c9-d73d-4900-8a58-b8d0602427e7,Former
243a78c9-d73d-4900-8a58-b8d0602427e7,Digital
243a78c9-d73d-4900-8a58-b8d0602427e7,Officer
243a78c9-d73d-4900-8a58-b8d0602427e7,Chief Digital Officer
